273 18 15 20.96 +05 39 10.4 SR   
274 18 15 28.15 +06 47 52.9 EW   
275 18 15 31.44 +06 19 20.1 LB   
276 18 15 38.82 +06 29 58.9 SR   
277 18 15 47.01 +05 38 34.6 RRC  
278 18 15 47.87 +06 18 41.2 EB:  
279 18 15 48.94 +07 08 33.4 RRAB 
280 18 16 11.22 +07 21 48.1 LB   
281 18 16 18.43 +06 16 10.6 SR   
282 18 16 27.14 +06 42 55.5 SR:  
283 18 16 35.19 +05 34 35.0 SR   
284 18 16 40.10 +06 37 12.3 SR   
285 18 16 45.22 +07 57 50.1 RRC  
286 18 16 46.19 +08 18 49.5 LB   
287 18 16 50.09 +05 41 14.0 LB   
288 18 17 00.69 +04 29 24.7 LB   
289 18 17 11.39 +06 18 13.2 RRAB 
290 18 17 20.57 +06 08 43.7 EW   
291 18 17 22.37 +05 26 14.0 LB   
292 18 17 30.45 +08 14 47.1 EA   
293 18 17 32.09 +08 14 16.5 RRAB 
294 18 17 37.92 +04 58 12.4 EW   
295 18 18 00.35 +05 18 06.2 EA   
296 18 18 31.41 +04 15 21.9 SR:  
297 18 18 56.33 +04 40 05.5 SR   
298 18 18 57.01 +06 37 53.5 LB   
299 18 19 17.22 +04 57 27.5 RRAB 
300 18 19 18.43 +06 34 41.3 EW   
301 18 19 20.32 +04 39 48.0 EW   
302 18 19 21.17 +05 17 20.1 SR:  
303 18 19 21.38 +06 22 45.3 EB   
304 18 19 28.92 +05 37 54.0 RRAB 
305 18 19 34.90 +06 12 10.2 SR:  
306 18 19 52.67 +04 16 36.6 LB   
307 18 20 00.86 +08 25 09.5 EW:  
308 18 20 04.10 +04 11 34.4 EW   
309 18 20 15.58 +08 03 36.4 LB   
310 18 20 19.35 +06 20 05.9 LB   
311 18 20 30.08 +03 48 02.5 HADS 
312 18 20 55.11 +04 44 46.0 EW   
313 17 52 28.67 +07 01 01.4 EA   
314 17 54 37.74 +07 10 45.6 EW:  
315 17 58 54.93 +09 27 45.6 EB   
316 18 03 58.96 +06 21 30.6 EW   
317 18 03 51.37 +05 48 22.2 RRAB 
318 17 40 13.60 +04 53 04.5 RRAB 
319 17 40 13.70 +01 32 52.2 RRC: 
320 17 41 28.95 +03 23 43.7 RRC  
321 17 41 38.05 +03 46 56.0 EW   
322 17 41 49.84 +02 50 11.3 SR:  
323 17 41 51.99 +00 14 57.0 LB   
324 17 42 27.32 +03 38 33.6 LB   
325 17 42 42.58 +03 00 33.0 LB   
326 17 43 10.22 +03 29 35.3 SR   
327 17 43 48.31 +02 38 24.4 RRAB 
328 17 44 19.18 +03 25 23.3 EW   
329 17 44 19.48 +02 24 29.8 RRC  
330 17 44 32.92 +01 34 14.3 EW   
331 17 44 39.55 +02 44 18.4 LB   
332 17 45 00.38 +01 27 40.8 EB   
333 17 45 25.69 +02 16 45.9 HADS 
334 17 45 38.13 +01 15 32.8 RRAB 
335 17 45 40.46 +01 01 59.0 RRC  
336 17 48 41.52 -00 24 27.0 EW   
337 17 48 58.30 +02 02 14.0 EW   
338 17 49 06.54 +01 42 20.1 LB   
339 17 49 50.68 -00 11 01.2 RRC  
340 17 49 52.59 +03 30 03.0 RRC  
341 17 50 00.30 +04 38 17.5 RRAB 
342 17 50 02.07 +01 34 34.8 RRAB 
343 17 50 26.86 +02 19 22.3 LB   
344 17 50 43.07 +01 00 25.8 EW   
345 17 50 45.52 +01 23 52.1 RRAB 
346 17 50 51.48 +02 51 49.0 EW   
347 17 50 53.09 +03 36 11.7 EB   
348 17 50 57.92 -00 16 52.7 LB   
349 17 51 16.24 +00 10 28.4 LB   
350 17 51 21.04 +02 54 40.4 RRAB 
351 17 51 39.00 +04 32 07.6 RRC  
352 17 51 56.98 +01 30 50.5 LB   
353 17 52 18.41 +01 03 06.6 RRC  
354 17 52 28.53 +02 52 47.5 EA   
355 17 52 36.67 +00 41 23.0 EW   
356 17 52 44.91 +03 33 39.6 LB   
357 17 52 53.80 +02 15 56.1 EW   
358 17 53 07.39 +03 13 38.8 EB   
359 17 53 43.37 +01 52 35.6 RRAB 
360 17 53 44.15 +02 37 42.1 RRC  
361 17 53 50.82 -00 28 46.0 LB   
362 17 53 51.82 +00 28 39.3 LB   
363 17 54 01.86 +01 03 18.5 EW   
364 17 54 07.02 +02 04 02.5 EW   
365 17 54 08.42 +00 59 49.1 EA   
366 17 54 20.53 +04 52 02.9 LB   
367 17 54 24.89 +03 08 53.3 RRC  
368 17 54 29.29 +02 03 14.7 RRC  
369 17 54 58.62 +02 59 20.1 LB   
370 17 55 04.33 +02 25 49.9 EW   
371 17 55 09.14 +03 16 21.8 EW:  
372 17 55 45.75 +03 39 56.5 RRAB 
373 17 56 19.68 -00 13 56.1 SR   
374 17 56 27.85 +02 21 19.6 LB   
375 17 56 50.83 +01 45 57.6 EW   
376 17 56 54.05 +02 18 13.3 EA   
377 17 56 54.21 +03 37 52.8 RRC  
378 17 57 00.18 +03 56 41.6 EW   
379 17 57 04.24 +01 57 21.0 SR:  
380 17 57 15.15 +02 19 44.8 RRAB 
381 17 57 20.84 +03 36 04.3 RRAB 
382 17 57 24.00 +02 43 32.5 SR:  
383 17 57 26.64 +01 03 16.7 RRC  
384 17 57 40.53 +04 50 51.4 EB   
385 17 57 42.32 +04 39 07.9 EW   
386 17 57 43.63 +01 48 11.8 EB   
387 17 57 44.63 +02 30 43.6 SR   
388 17 57 49.71 -00 16 59.6 HADS 
389 17 58 03.93 +03 50 23.9 EW   
390 17 58 07.93 +00 22 03.9 LB   
391 17 58 15.64 +00 50 22.6 EW   
392 17 58 20.38 +03 01 58.3 RRAB 
393 17 58 22.68 +02 23 25.4 RRAB:
394 17 58 27.67 +03 32 56.7 RRC  
395 17 58 33.99 +02 44 08.8 EA   
396 17 58 50.31 +01 33 36.2 EB   
397 17 58 50.46 +01 27 30.9 RRAB 
398 17 58 53.88 +02 05 54.1 EW   
399 17 59 37.80 +02 19 56.6 EA   
400 18 00 04.74 +03 17 58.8 EB   
401 18 00 06.61 +02 39 54.1 RRAB 
402 18 00 07.86 +01 58 19.2 RRAB 
403 18 00 23.67 +04 08 24.0 SR:  
404 18 00 26.75 +01 23 26.3 EB   
405 18 00 51.43 +02 40 55.6 EB   
406 18 00 57.06 +01 39 57.4 EA   
407 18 01 06.44 +02 33 48.2 LB   
408 18 01 10.68 +01 50 53.5 RRAB:
409 18 01 33.22 +02 54 39.2 EW   
410 18 01 33.37 +03 41 16.2 LB   
411 18 01 50.67 +03 26 33.5 LB   
412 18 02 01.16 +03 34 57.1 RRC  
413 18 02 10.69 +00 43 27.4 EW   
414 18 02 13.38 +01 32 26.1 EW   
415 18 02 13.81 -00 21 45.0 LB   
416 18 02 25.08 +02 06 22.8 RRAB 
417 18 02 26.17 +01 54 25.4 RRAB 
418 18 02 26.37 +02 47 41.0 EW   
419 18 02 26.90 +03 24 24.8 RRAB:
420 18 02 29.40 +02 41 24.3 EB:  
421 18 02 34.68 +03 23 13.4 LB:  
422 18 02 34.86 +00 36 38.9 LB   
423 18 02 36.57 +02 00 59.1 RRAB 
424 18 02 40.41 +01 55 49.3 EW   
425 18 02 47.03 +00 00 35.8 RRC  
426 18 03 14.64 +03 25 20.4 EA   
427 18 03 36.31 +02 57 36.0 EW   
428 18 03 36.72 +02 18 15.3 RRC  
429 18 04 04.34 +01 14 26.3 LB   
430 18 04 14.77 +03 38 15.1 EW   
431 18 04 20.00 +03 08 57.6 LB   
432 18 04 31.14 +03 35 21.1 EW   
433 18 04 44.07 +03 20 09.4 EW   
434 18 04 54.72 +02 13 14.1 RRAB 
435 18 05 07.26 +01 17 30.5 EB   
436 18 05 09.29 +03 18 35.5 RRAB 
437 18 05 10.24 +03 01 39.7 RRC  
438 18 05 26.60 +02 13 56.3 EW   
439 18 05 33.48 +04 45 55.6 EB   
440 18 05 36.61 +01 40 10.2 LB   
441 18 05 38.04 +02 16 27.5 HADS 
